City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,at taraf,25.3628,49.725,21.3,30,0,4.19,SA,1731958967
363,iranduba,-3.2847,-60.1861,35.16,30,20,1.44,BR,1731958968
364,rzhyshchiv,49.9689,31.0463,1.59,89,27,3.13,UA,1731958969
365,flying fish cove,-10.4217,105.6791,25.82,100,75,1.54,CX,1731958970
366,inirida,3.8653,-67.9239,30.03,67,87,1.02,CO,1731958971
367,lascano,-33.6667,-54.2,19.88,60,25,7.25,UY,1731958973
368,chikwawa,-16.0335,34.8009,27.74,57,10,0.78,MW,1731958974
369,baley,51.6,116.6333,-15.09,95,100,1.67,RU,1731958975
370,sur,22.5667,59.5289,26.07,54,2,1.57,OM,1731958976
371,matthew town,20.95,-73.6667,26.87,54,100,5.38,BS,1731958977
372,batesburg-leesville,33.9101,-81.5373,21.69,64,100,2.77,US,1731958978
373,puerto madero,14.7208,-92.4215,28.11,83,75,5.14,MX,1731958979
374,myrina,39.8797,25.0742,9.58,87,20,0.0,GR,1731958981
375,cannonvale,-20.2833,148.7,24.66,73,60,4.27,AU,1731958982
376,rongelap,11.1635,166.8941,28.42,79,13,7.84,MH,1731958983
377,matriz de camaragibe,-9.1517,-35.5333,25.98,65,37,3.12,BR,1731958984
378,fort bragg,35.139,-79.006,22.52,52,0,2.06,US,1731958985
379,san juan,-31.5375,-68.5364,25.88,22,3,5.69,AR,1731958824
380,peru,40.7537,-86.0689,15.97,91,100,3.6,US,1731958989
381,xai-xai,-25.0519,33.6442,23.57,74,0,4.05,MZ,1731958990
382,monrovia,6.3005,-10.7969,26.59,81,29,4.55,LR,1731958991
383,nador,35.174,-2.9287,18.14,88,20,1.54,MA,1731958992
384,mount pearl,47.5166,-52.7813,10.4,98,100,2.06,CA,1731958993
385,port moresby,-9.4431,147.1797,24.68,94,20,2.06,PG,1731958891
386,kavaratti,10.5669,72.642,28.15,73,100,0.54,IN,1731958996
387,amravati,20.9333,77.75,18.37,58,0,1.56,IN,1731958997
388,lorengau,-2.0226,147.2712,27.76,78,84,2.98,PG,1731958998
389,ilha de mocambique,-15.0342,40.7358,26.96,86,0,3.9,MZ,1731958999
390,palatka,29.6486,-81.6376,26.73,48,0,0.45,US,1731958922
391,la'ie,21.6477,-157.9253,24.83,73,9,9.79,US,1731959001
392,grootfontein,-19.5667,18.1167,24.76,38,95,2.06,NA,1731959002
393,kapenguria,1.2511,35.0895,16.49,58,100,0.21,KE,1731959004
394,sangmelima,2.9333,11.9833,21.14,90,86,0.74,CM,1731959005
395,moapa valley,36.5805,-114.4703,15.86,19,3,2.09,US,1731958816
396,saint-joseph,-21.3667,55.6167,23.21,75,14,6.03,RE,1731959008
397,newman,37.3138,-121.0208,15.02,46,4,4.47,US,1731959009
398,arvayheer,46.2639,102.775,-5.17,24,0,1.78,MN,1731959011
399,puerto quijarro,-17.7833,-57.7667,36.57,36,86,2.03,BO,1731959012
400,liman,48.9884,37.8023,5.84,77,100,3.81,UA,1731959013
401,thinadhoo,0.5333,72.9333,27.32,72,100,6.06,MV,1731959014
402,shamokin,40.789,-76.5589,16.48,57,100,3.58,US,1731959015
403,itarantim,-15.6597,-40.0656,25.58,73,100,1.86,BR,1731959016
404,south hedland,-20.4089,118.5983,26.96,83,0,2.57,AU,1731959017
405,bowen,-20.0167,148.2333,24.56,73,68,4.73,AU,1731959020
406,jabat,7.75,168.9751,28.03,78,100,7.41,MH,1731959021
407,kaga bandoro,6.9896,19.1874,25.17,59,56,1.23,CF,1731959022
408,lashio,22.9333,97.75,17.16,81,100,0.68,MM,1731959023
409,tinogasta,-28.0632,-67.5649,21.84,53,100,3.91,AR,1731959024
410,bengkulu,-3.8004,102.2655,24.3,93,100,3.38,ID,1731959025
411,zhezqazghan,47.7833,67.7667,-3.12,88,25,2.43,KZ,1731959027
412,sarkand,45.41,79.9186,4.02,58,100,3.67,KZ,1731959028
413,salekhard,66.53,66.6019,-17.31,96,100,3.76,RU,1731959029
414,inhambane,-23.865,35.3833,23.99,94,20,1.54,MZ,1731959030
415,hirara,24.8,125.2833,23.15,73,100,9.77,JP,1731959031
416,al qusayr,34.5091,36.5798,13.59,67,0,0.35,SY,1731959032
417,tallulah,32.4085,-91.1868,27.0,57,100,7.72,US,1731959033
418,shalqar,47.8333,59.6,1.36,68,0,3.34,KZ,1731959035
419,fort st. john,56.2499,-120.8529,-12.06,79,100,4.12,CA,1731959036
420,alta,69.9689,23.2717,-5.45,85,40,7.6,NO,1731959037
421,i-n-salah,27.1935,2.4607,24.48,16,0,4.49,DZ,1731959039
422,al muwayh,22.4333,41.7583,22.5,34,0,3.23,SA,1731959040
423,sikonge,-5.6333,32.7667,21.01,68,8,1.49,TZ,1731959043
424,champerico,14.3,-91.9167,26.91,81,100,4.1,GT,1731959044
425,kirakira,-10.4544,161.9205,27.4,82,75,4.28,SB,1731959045
426,kosh-agach,50.0,88.6667,-16.61,83,2,1.44,RU,1731959046
427,onokhoy,51.932,108.0747,-14.21,98,36,0.58,RU,1731959047
428,taltal,-25.4,-70.4833,18.45,72,100,2.54,CL,1731959049
429,thurso,58.5927,-3.5259,-1.86,64,100,4.19,GB,1731959050
430,aginskoye,51.1,114.53,-10.65,90,100,2.96,RU,1731959051
431,zapala,-38.8992,-70.0544,22.4,18,100,9.22,AR,1731959052
432,acarau,-2.8856,-40.12,27.55,70,4,8.8,BR,1731959053
433,nizhniy odes,63.6445,54.856,0.19,99,100,3.77,RU,1731959054
434,nizhnevartovsk,60.9344,76.5531,0.01,100,100,5.0,RU,1731959055
435,tiquipaya,-17.3382,-66.2189,22.76,26,75,5.14,BO,1731959057
436,touros,-5.1989,-35.4608,26.42,70,100,6.48,BR,1731959058
437,abaza,52.655,90.0928,-2.98,82,100,2.31,RU,1731959059
438,qamdo,31.1667,97.2333,-1.88,58,46,2.5,CN,1731959060
439,nova sintra,14.8667,-24.7167,24.94,79,100,7.29,CV,1731959061
440,floro,61.5996,5.0328,-0.02,93,40,2.06,NO,1731959062
441,phalodi,27.1333,72.3667,19.24,27,0,2.99,IN,1731959063
442,fisterra,42.9049,-9.2629,14.47,86,78,5.08,ES,1731959065
443,kikwit,-5.041,18.8162,22.23,93,10,0.2,CD,1731959066
444,necochea,-38.5473,-58.7368,19.16,44,0,3.13,AR,1731959067
445,soio,-6.1349,12.3689,25.94,88,100,2.02,AO,1731959068
446,papao,-17.75,-149.55,28.82,87,90,11.07,PF,1731959069
447,paciran,-6.8767,112.3761,27.57,77,99,1.84,ID,1731959070
448,sitangkai,4.6628,119.3928,28.55,74,100,4.06,PH,1731959071
449,cabedelo,-6.9811,-34.8339,28.37,71,100,6.01,BR,1731959073
450,cooma,-36.2333,149.1333,7.94,78,73,0.98,AU,1731959074
451,el nido,11.1858,119.3956,26.75,92,100,7.09,PH,1731959075
452,alice springs,-23.7,133.8833,19.75,34,7,3.09,AU,1731959076
453,mogoytuy,51.2833,114.9167,-13.11,95,100,1.52,RU,1731959077
454,otacilio costa,-27.4831,-50.1219,26.46,53,72,0.29,BR,1731959078
455,kamloops,50.6665,-120.3192,1.19,93,75,1.03,CA,1731958974
456,lerwick,60.1545,-1.1494,3.32,59,32,6.3,GB,1731959082
457,altamira,-3.2033,-52.2064,34.05,52,40,1.03,BR,1731959083
458,saipan,15.1355,145.701,26.47,83,20,5.14,MP,1731959084
459,chibougamau,49.9168,-74.3659,2.79,100,100,2.06,CA,1731959085
460,viedma,-40.8135,-62.9967,18.15,36,0,8.06,AR,1731959086
461,lobito,-12.3481,13.5456,25.43,86,97,3.36,AO,1731959087
462,jiaozhou,36.2839,120.0033,3.77,51,100,1.78,CN,1731959089
463,geraldton,-28.7667,114.6,20.23,94,100,6.03,AU,1731959090
464,ambanja,-13.6833,48.45,25.0,85,50,0.37,MG,1731959091
465,kabansk,52.0486,106.6528,-7.23,84,3,2.54,RU,1731959092
466,zeya,53.75,127.2667,-20.38,99,12,1.02,RU,1731959093
467,karaton,-6.3424,106.1045,22.91,99,100,1.25,ID,1731959094
468,blagoevgrad,42.0167,23.1,3.5,89,66,0.57,BG,1731959096
469,babayevo,59.3936,35.9371,1.17,83,67,4.71,RU,1731959097
470,toledo,39.8333,-4.0,13.28,80,14,2.03,ES,1731959098
471,peace river,56.2501,-117.286,-7.83,86,100,3.09,CA,1731959099
472,mishelevka,52.8575,103.1719,-8.94,94,45,1.27,RU,1731959100
473,general conesa,-40.1,-64.4333,24.04,18,52,8.76,AR,1731959101
474,cherrapunji,25.3,91.7,11.0,38,0,2.71,IN,1731959102
475,guymon,36.6828,-101.4816,7.0,93,100,5.66,US,1731959103
476,bargaal,11.2864,51.0773,25.13,72,95,4.05,SO,1731959105
477,inhuma,-6.6683,-41.7078,36.47,19,86,2.87,BR,1731959106
478,taquaritinga do norte,-7.9031,-36.0442,27.08,45,11,6.05,BR,1731959107
479,erenhot,43.6475,111.9767,-0.89,44,97,3.63,CN,1731959108
480,ad-damazin,11.7891,34.3592,29.07,36,0,2.05,SD,1731959109
481,solnechnyy,50.7214,136.6319,-10.77,43,2,1.83,RU,1731959110
482,khovd,48.0056,91.6419,-5.2,42,95,0.23,MN,1731959111
483,arcos,-20.2819,-45.5394,26.05,66,23,2.7,BR,1731959113
484,ciudad melchor muzquiz,27.8833,-101.5167,24.95,12,0,8.83,MX,1731959114
485,port-gentil,-0.7193,8.7815,26.98,89,75,3.6,GA,1731959115
486,rizokarpaso,35.6,34.375,18.08,71,7,4.69,CY,1731959116
487,bozkurt,41.9577,34.0109,11.33,86,92,1.02,TR,1731959117
488,saldanha,-33.0117,17.9442,16.03,86,0,8.35,ZA,1731959118
489,taulaga,-11.0553,-171.0883,28.12,77,85,7.91,AS,1731959119
490,saint-mandrier-sur-mer,43.078,5.929,12.71,62,59,1.79,FR,1731959121
491,kurumkan,54.3,110.3,-10.51,91,61,0.5,RU,1731959122
492,ornskoldsvik,63.2909,18.7153,-2.47,86,100,2.57,SE,1731959123
493,muli,2.9167,73.5667,26.97,80,93,5.44,MV,1731959124
494,valavanur,11.9209,79.5824,23.6,81,93,3.62,IN,1731959126
495,tsengel,49.4783,100.8894,-9.14,61,1,2.36,MN,1731959127
496,xichang,27.8964,102.2634,9.22,86,2,0.58,CN,1731959129
497,rio gallegos,-51.6226,-69.2181,16.03,44,40,5.14,AR,1731959130
498,nadym,65.5333,72.5167,-19.13,100,86,2.18,RU,1731959132
499,khanpur,28.6453,70.6567,19.62,29,0,2.15,PK,1731959133
500,malvan,16.0667,73.4667,24.8,43,48,2.94,IN,1731959134
501,kattivakkam,13.2167,80.3167,26.54,88,100,5.29,IN,1731959135
502,weatherford,32.7593,-97.7972,21.15,44,46,4.47,US,1731959136
503,aioun,16.6614,-9.6149,28.68,10,16,4.91,MR,1731959138
504,lhasa,29.65,91.1,1.63,43,3,0.64,CN,1731959139
505,klaksvik,62.2266,-6.589,2.59,56,100,9.9,FO,1731959140
506,san rafael del yuma,18.4299,-68.6739,29.11,62,53,4.56,DO,1731959141
507,meulaboh,4.1363,96.1285,25.03,90,100,1.8,ID,1731959142
508,piti village,13.4626,144.6933,26.25,87,0,3.6,GU,1731959143
509,palu,-0.8917,119.8707,24.1,97,99,1.26,ID,1731959144
510,kruhlaye,54.2466,29.7957,1.52,85,97,5.18,BY,1731959146
511,sarykemer,43.0,71.5,3.71,44,100,1.65,KZ,1731959147
512,guacamayas,18.0167,-102.2167,29.78,65,100,3.35,MX,1731959148
513,gebeit,21.0667,36.3167,20.33,77,0,5.96,SD,1731959149
514,tres palos,18.1833,-101.6167,30.4,53,93,2.07,MX,1731959150
515,vila franca do campo,37.7167,-25.4333,18.27,99,38,5.14,PT,1731959151
516,surab,28.4914,66.2585,10.92,37,0,3.2,PK,1731959153
517,aragarcas,-15.8975,-52.2508,32.36,55,40,2.57,BR,1731959154
518,manali,13.1667,80.2667,26.51,82,100,0.45,IN,1731959155
519,thouars,46.976,-0.2151,10.93,86,100,6.06,FR,1731959156
520,tralee,52.2704,-9.7026,11.47,91,100,6.87,IE,1731959157
521,galveston,29.3669,-94.9669,27.69,88,100,6.17,US,1731959158
522,molchanovo,57.5817,83.7692,-0.03,92,100,4.34,RU,1731959160
523,terrace,54.5163,-128.6035,0.95,100,75,2.57,CA,1731959161
524,riosucio,5.4216,-75.7032,19.62,94,97,1.14,CO,1731959162
525,tabou,4.423,-7.3528,26.07,83,10,2.34,CI,1731959163
526,aberdeen,57.1437,-2.0981,-1.74,89,12,1.03,GB,1731959164
527,lazaro cardenas,17.9583,-102.2,29.57,67,100,3.27,MX,1731959165
528,tamiahua,21.2667,-97.45,29.7,66,13,2.59,MX,1731959166
529,taksimo,56.3444,114.8794,-20.1,95,88,0.1,RU,1731959168
530,florence,43.7667,11.25,12.05,89,100,1.53,IT,1731959169
531,port saint john's,-31.6229,29.5448,21.38,91,100,5.38,ZA,1731959170
532,severnoye,56.3491,78.3619,-2.32,95,100,5.11,RU,1731959171
533,ujae,8.9322,165.7642,28.49,78,91,7.02,MH,1731959172
534,pasuquin,18.3328,120.6177,24.97,94,75,2.06,PH,1731959173
535,lerma,42.0261,-3.7598,10.74,72,83,1.45,ES,1731959174
536,mejit,10.2753,170.8646,27.62,78,100,5.05,MH,1731959176
537,guaruja,-23.9931,-46.2564,24.38,26,100,2.06,BR,1731959177
538,qusmuryn,52.4503,64.6311,-5.42,87,16,4.32,KZ,1731959178
539,dapa,9.7594,126.0531,26.65,85,89,5.02,PH,1731959179
540,loreto,22.2667,-101.9667,25.26,28,38,7.12,MX,1731959180
541,howard springs,-12.497,131.047,26.84,88,69,2.18,AU,1731959181
542,karlino,54.0351,15.8774,4.82,73,88,8.87,PL,1731959182
543,palmerston,-12.486,130.9833,26.95,86,100,1.03,AU,1731959184
544,plast,54.3691,60.8136,-0.41,89,63,4.53,RU,1731959185
545,at taj,24.2049,23.2857,16.66,45,43,4.45,LY,1731959187
546,kosonsoy,41.2561,71.5508,7.08,46,75,0.82,UZ,1731959188
547,san luis,-33.295,-66.3356,21.53,46,94,8.31,AR,1731959189
548,kui buri,12.0828,99.8543,24.17,81,80,2.39,TH,1731959191
549,santa cruz,-17.8,-63.1667,27.03,94,75,6.17,BO,1731959192
550,argo,37.6333,22.7333,13.38,75,0,0.72,GR,1731959193
551,irymple,-34.25,142.1667,10.61,70,0,4.82,AU,1731959195
